ID,ALIAS,FULL_NAME,CLUB,LEAGUE,NATIONALITY,OVERALL
188428,S. Doumbia,Seydou Doumbia,Sporting CP,Portuguese Primeira Liga,Ivory Coast,79
187457,C. Noboa,Christian Noboa,Zenit St. Petersburg,Russian Premier League,Ecuador,79
187347,I. Smolnikov,Igor Smolnikov,Zenit St. Petersburg,Russian Premier League,Russia,79
187324,Maurício,Maurício Santos Nascimento,Lazio,Italian Serie A,Brazil,79
186307,M. Fabián,Marco Fabián,Eintracht Frankfurt,German Bundesliga,Mexico,79
186148,R. Zieler,Ron-Robert Zieler,VfB Stuttgart,German Bundesliga,Germany,79
186132,D. Drinkwater,Danny Drinkwater,Chelsea,English Premier League,England,79
185103,A. Kolarov,Aleksandar Kolarov,Roma,Italian Serie A,Serbia,79
184949,Mariano,Mariano Ferreira Filho,Galatasaray SK,Turkish Süper Lig,Brazil,79
184881,S. Feghouli,Sofiane Feghouli,Galatasaray SK,Turkish Süper Lig,Algeria,79
184477,K. Papadopoulos,Kyriakos Papadopoulos,Hamburger SV,German Bundesliga,Greece,79
184069,S. Wagner,Sandro Wagner,TSG 1899 Hoffenheim,German Bundesliga,Germany,79
183899,P. Piatti,Pablo Piatti,RCD Espanyol,Spanish Primera División,Argentina,79
183893,C. Yacob,Claudio Yacob,West Bromwich Albion,English Premier League,Argentina,79
183855,A. Ogbonna,Angelo Ogbonna,West Ham United,English Premier League,Italy,79
183666,Roberto,Roberto Jiménez Gago,Málaga CF,Spanish Primera División,Spain,79
183108,N. Amrabat,Nordin Amrabat,CD Leganés,Spanish Primera División,Morocco,79
181402,W. Vainqueur,William Vainqueur,Antalyaspor,Turkish Süper Lig,France,79
180334,Marcelo,Marcelo Antônio Guedes Filho,Olympique Lyonnais,French Ligue 1,Brazil,79
178424,Antunes,Vitorino Pacheco Antunes,Getafe CF,Spanish Primera División,Portugal,79
177723,Fabricio,Fabricio Agosto Ramírez,Beşiktaş JK,Turkish Süper Lig,Spain,79
177578,S. Prödl,Sebastian Prödl,Watford,English Premier League,Austria,79
177519,S. Tasci,Serdar Tasci,Spartak Moscow,Russian Premier League,Germany,79
177159,F. Johnson,Fabian Johnson,Borussia Mönchengladbach,German Bundesliga,United States,79
176993,Bojan,Bojan Krkić Pérez,Deportivo Alavés,Spanish Primera División,Spain,79
176944,M. Fellaini,Marouane Fellaini,Manchester United,English Premier League,Belgium,79
176731,P. Wernbloom,Pontus Wernbloom,CSKA Moscow,Russian Premier League,Sweden,79
176571,A. Ayew,André Ayew,West Ham United,English Premier League,Ghana,79
176550,D. Ospina,David Ospina,Arsenal,English Premier League,Colombia,79
176285,W. Reid,Winston Reid,West Ham United,English Premier League,New Zealand,79
176266,Lucas Leiva,Lucas Pezzini Leiva,Lazio,Italian Serie A,Brazil,79
173474,Z. Junuzović,Zlatko Junuzović,SV Werder Bremen,German Bundesliga,Austria,79
173306,C. Ansaldi,Cristian Ansaldi,Torino,Italian Serie A,Argentina,79
172962,V. Moses,Victor Moses,Chelsea,English Premier League,Nigeria,79
172316,Coke,Jorge Andújar Moreno,FC Schalke 04,German Bundesliga,Spain,79
172290,D. Zurutuza,David Zurutuza,Real Sociedad,Spanish Primera División,France,79
172114,D. Valeri,Diego Valeri,Portland Timbers,USA Major League Soccer,Argentina,79
171791,José Fonte,José Miguel da Rocha Fonte,West Ham United,English Premier League,Portugal,79
170797,N. Şahin,Nuri Şahin,Borussia Dortmund,German Bundesliga,Turkey,79
170733,Gervinho,Gervais Yao Kouassi,,,Ivory Coast,79
169596,R. Shawcross,Ryan Shawcross,Stoke City,English Premier League,England,79
169588,J. Evans,Jonny Evans,West Bromwich Albion,English Premier League,Northern Ireland,79
168435,S. Sirigu,Salvatore Sirigu,Torino,Italian Serie A,Italy,79
168320,A. Gyan,Asamoah Gyan,Kayserispor,Turkish Süper Lig,Ghana,79
167943,Y. Cabaye,Yohan Cabaye,Crystal Palace,English Premier League,France,79
166072,Danilo,Danilo Larangeira,Udinese,Italian Serie A,Brazil,79
165501,N. Pareja,Nicolás Pareja,Sevilla FC,Spanish Primera División,Argentina,79
165109,S. Radu,Ştefan Radu,Lazio,Italian Serie A,Romania,79
160741,D. Abraham,David Abraham,Eintracht Frankfurt,German Bundesliga,Argentina,79
159240,M. Krohn-Dehli,Michael Krohn-Dehli,Sevilla FC,Spanish Primera División,Denmark,79
159171,Jurado,José Manuel Jurado Marín,RCD Espanyol,Spanish Primera División,Spain,79
159145,B. Gomis,Bafétimbi Gomis,Galatasaray SK,Turkish Süper Lig,France,79
156519,H. Herrera,Héctor Herrera,FC Porto,Portuguese Primeira Liga,Mexico,79
148711,Luisão,Anderson Luís da Silva,SL Benfica,Portuguese Primeira Liga,Brazil,79
148122,V. Berezutskiy,Vasiliy Berezutskiy,CSKA Moscow,Russian Premier League,Russia,79
148119,I. Akinfeev,Igor Akinfeev,CSKA Moscow,Russian Premier League,Russia,79
147782,I. Denisov,Igor Denisov,Lokomotiv Moscow,Russian Premier League,Russia,79
147621,A. Samedov,Alexandr Samedov,Spartak Moscow,Russian Premier League,Russia,79
146482,Xabi Prieto,Xabier Prieto Argarate,Real Sociedad,Spanish Primera División,Spain,79
146439,Negredo,Álvaro Negredo Sánchez,Beşiktaş JK,Turkish Süper Lig,Spain,79
142902,A. Pyatov,Andriy Pyatov,Shakhtar Donetsk,Ukrainian Premier League,Ukraine,79
142784,P. Zabaleta,Pablo Zabaleta,West Ham United,English Premier League,Argentina,79
140233,G. Ochoa,Guillermo Ochoa,Standard de Liège,Belgian First Division A,Mexico,79
139062,W. Caballero,Willy Caballero,Chelsea,English Premier League,Argentina,79
137809,Vágner Love,Vágner Silva de Souza,Alanyaspor,Turkish Süper Lig,Brazil,79
137677,M. Vorm,Michel Vorm,Tottenham Hotspur,English Premier League,Netherlands,79
137351,D. Baier,Daniel Baier,FC Augsburg,German Bundesliga,Germany,79
135451,Gomes,Heurelho Silva Gomes,Watford,English Premier League,Brazil,79
121933,R. Adler,René Adler,1. FSV Mainz 05,German Bundesliga,Germany,79
52091,P. Evra,Patrice Evra,Olympique de Marseille,French Ligue 1,France,79
49031,S. Sorrentino,Stefano Sorrentino,Chievo Verona,Italian Serie A,Italy,79
45186,Joaquín,Joaquín Sánchez Rodríguez,Real Betis Balompié,Spanish Primera División,Spain,79
8473,T. Rosický,Tomáš Rosický,Sparta Praha,Czech Liga,Czech Republic,79
6826,G. Barry,Gareth Barry,West Bromwich Albion,English Premier League,England,79
80,E. Belözoğlu,Emre Belözoğlu,İstanbul Başakşehir FK,Turkish Süper Lig,Turkey,79
229909,A. Lunev,Andrey Lunev,Zenit St. Petersburg,Russian Premier League,Russia,78
228941,André Silva,André Miguel Valente da Silva,Milan,Italian Serie A,Portugal,78
228687,K. Dolberg,Kasper Dolberg,Ajax,Holland Eredivisie,Denmark,78
227950,Yeray,Yeray Álvarez López,Athletic Club de Bilbao,Spanish Primera División,Spain,78
227796,C. Pulisic,Christian Pulisic,Borussia Dortmund,German Bundesliga,United States,78
227234,L. Tousart,Lucas Tousart,Olympique Lyonnais,French Ligue 1,France,78
226753,A. Onana,André Onana,Ajax,Holland Eredivisie,Cameroon,78
225199,V. Koziello,Vincent Koziello,OGC Nice,French Ligue 1,France,78
225028,N. Radoja,Nemanja Radoja,RC Celta de Vigo,Spanish Primera División,Serbia,78
223874,V. Rongier,Valentin Rongier,FC Nantes,French Ligue 1,France,78
223627,O. Al Soma,Omar Al Soma,Al Ahli,Saudi Professional League,Syria,78
223061,F. Cervi,Franco Cervi,SL Benfica,Portuguese Primeira Liga,Argentina,78
223033,Jorge Meré,Jorge Meré Pérez,1. FC Köln,German Bundesliga,Spain,78
222943,Jony,Jonathan Rodríguez Menéndez,Málaga CF,Spanish Primera División,Spain,78
222558,R. Karsdorp,Rick Karsdorp,Roma,Italian Serie A,Netherlands,78
222509,Dani Ceballos,Daniel Ceballos Fernández,Real Madrid CF,Spanish Primera División,Spain,78
221992,H. Lozano,Hirving Lozano,PSV,Holland Eredivisie,Mexico,78
221540,Raúl,Raúl Michel Melo da Silva,SC Braga,Portuguese Primeira Liga,Brazil,78
221087,Pau López,Pau López Sabata,RCD Espanyol,Spanish Primera División,Spain,78
219985,M. Vecino,Matias Vecino,Inter,Italian Serie A,Uruguay,78
219932,A. Sanabria,Antonio Sanabria,Real Betis Balompié,Spanish Primera División,Paraguay,78
219576,R. Battaglia,Rodrigo Battaglia,Sporting CP,Portuguese Primeira Liga,Argentina,78
219411,J. Izquierdo,José Izquierdo,Brighton & Hove Albion,English Premier League,Colombia,78
217877,T. Bongonda,Theo Bongonda,Trabzonspor,Turkish Süper Lig,Belgium,78
216778,Rúben Semedo,Rúben Afonso Borges Semedo,Villarreal CF,Spanish Primera División,Portugal,78
216547,Rafa,Rafael A. Ferreira Silva,SL Benfica,Portuguese Primeira Liga,Portugal,78
216497,M. Philipp,Maximilian Philipp,Borussia Dortmund,German Bundesliga,Germany,78
216475,Morales,José Luis Morales Nogales,Levante UD,Spanish Primera División,Spain,78
216189,Capa,Ander Capa Rodríguez,SD Eibar,Spanish Primera División,Spain,78
216065,M. Sportiello,Marco Sportiello,Fiorentina,Italian Serie A,Italy,78
215353,L. Alario,Lucas Alario,Bayer 04 Leverkusen,German Bundesliga,Argentina,78
215333,D. Zapata,Duván Zapata,Sampdoria,Italian Serie A,Colombia,78
215061,D. Benedetto,Darío Benedetto,Boca Juniors,Argentinian Superliga,Argentina,78
215051,L. López,Lisandro López,SL Benfica,Portuguese Primeira Liga,Argentina,78
214977,M. Kranevitter,Matías Kranevitter,Zenit St. Petersburg,Russian Premier League,Argentina,78
213582,A. Ruiz,Alan Ruiz,Sporting CP,Portuguese Primeira Liga,Argentina,78
213400,D. Laxalt,Diego Laxalt,Genoa,Italian Serie A,Uruguay,78
213135,D. Origi,Divock Origi,VfL Wolfsburg,German Bundesliga,Belgium,78
212977,N. Stark,Niklas Stark,Hertha BSC Berlin,German Bundesliga,Germany,78
212911,Hernâni,Hernâni Jorge Santos Fortes,FC Porto,Portuguese Primeira Liga,Portugal,78
212230,Iuri Medeiros,Iuri José Picanço Medeiros,Sporting CP,Portuguese Primeira Liga,Portugal,78
212198,Bruno Fernandes,Bruno Miguel Borges Fernandes,Sporting CP,Portuguese Primeira Liga,Portugal,78
212153,R. Gagliardini,Roberto Gagliardini,Inter,Italian Serie A,Italy,78
211119,Pedro Santos,Pedro Miguel Martins Santos,Columbus Crew SC,USA Major League Soccer,Portugal,78
210930,Carles Gil,Carles Gil Pareja,RC Deportivo de La Coruña,Spanish Primera División,Spain,78
210679,Paulo Oliveira,Paulo André Rodrigues Oliveira,SD Eibar,Spanish Primera División,Portugal,78
210333,A. Szymanowski,Alexander Szymanowski,CD Leganés,Spanish Primera División,Argentina,78
210282,Bruno Peres,Bruno da Silva Peres,Roma,Italian Serie A,Brazil,78
209997,K. Wimmer,Kevin Wimmer,Stoke City,English Premier League,Austria,78
209989,T. Partey,Thomas Partey,Atlético Madrid,Spanish Primera División,Ghana,78
209307,Tiago Volpi,Tiago Luis Volpi,Querétaro,Mexican Liga MX,Brazil,78
208574,F. Kostić,Filip Kostić,Hamburger SV,German Bundesliga,Serbia,78
208450,Andreas Pereira,Andreas Hugo Hoelgebaum Pereira,Valencia CF,Spanish Primera División,Brazil,78
208230,A. Samaris,Andreas Samaris,SL Benfica,Portuguese Primeira Liga,Greece,78
208135,A. Doucouré,Abdoulaye Doucouré,Watford,English Premier League,France,78
207939,G. Pizarro,Guido Pizarro,Sevilla FC,Spanish Primera División,Argentina,78
207877,J. Martínez,Josef Martínez,Atlanta United FC,USA Major League Soccer,Venezuela,78
207862,M. Ginter,Matthias Ginter,Borussia Mönchengladbach,German Bundesliga,Germany,78
207494,J. Lingard,Jesse Lingard,Manchester United,English Premier League,England,78
206591,M. Weiser,Mitchell Weiser,Hertha BSC Berlin,German Bundesliga,Germany,78
206225,D. Cheryshev,Denis Cheryshev,Villarreal CF,Spanish Primera División,Russia,78
206222,Bigas,Pedro Bigas Rigo,UD Las Palmas,Spanish Primera División,Spain,78
206198,D. Heintz,Dominique Heintz,1. FC Köln,German Bundesliga,Germany,78
205633,L. Castro,Lucas Castro,Chievo Verona,Italian Serie A,Argentina,78
205569,J. Ward-Prowse,James Ward-Prowse,Southampton,English Premier League,England,78
205114,T. Inui,Takashi Inui,SD Eibar,Spanish Primera División,Japan,78
204923,M. Sabitzer,Marcel Sabitzer,RB Leipzig,German Bundesliga,Austria,78
204884,B. Mendy,Benjamin Mendy,Manchester City,English Premier League,France,78
204838,R. Jiménez,Raúl Jiménez,SL Benfica,Portuguese Primeira Liga,Mexico,78
204819,E. Sala,Emiliano Sala,FC Nantes,French Ligue 1,Argentina,78
204240,B. Reynet,Baptiste Reynet,Dijon FCO,French Ligue 1,France,78
204077,M. Niang,M'Baye Niang,Torino,Italian Serie A,France,78
203980,K. Fortounis,Konstantinos Fortounis,Olympiakos CFP,Greek Super League,Greece,78
203895,Pozuelo,Alejandro Pozuelo Melero,KRC Genk,Belgian First Division A,Spain,78
203627,Joãozinho,João Natailton Ramos dos Santos,FC Krasnodar,Russian Premier League,Brazil,78
203605,P. Kadeřábek,Pavel Kadeřábek,TSG 1899 Hoffenheim,German Bundesliga,Czech Republic,78
203535,T. Vilhena,Tonny Vilhena,Feyenoord,Holland Eredivisie,Netherlands,78
203362,M. Elyounoussi,Mohamed Elyounoussi,FC Basel,Swiss Super League,Norway,78
203106,L. Bittencourt,Leonardo Bittencourt,1. FC Köln,German Bundesliga,Germany,78
202849,J. Vestergaard,Jannik Vestergaard,Borussia Mönchengladbach,German Bundesliga,Denmark,78
202648,Sergi Darder,Sergi Darder Moll,RCD Espanyol,Spanish Primera División,Spain,78
202325,D. Demme,Diego Demme,RB Leipzig,German Bundesliga,Germany,78
201878,V. Eysseric,Valentin Eysseric,Fiorentina,Italian Serie A,France,78
201508,G. Ramírez,Gastón Ramírez,Sampdoria,Italian Serie A,Uruguay,78
201505,David López,David López Silva,RCD Espanyol,Spanish Primera División,Spain,78
201455,G. Kondogbia,Geoffrey Kondogbia,Valencia CF,Spanish Primera División,France,78
201325,C. Tătăruşanu,Ciprian Tătăruşanu,FC Nantes,French Ligue 1,Romania,78
201144,M. Badelj,Milan Badelj,Fiorentina,Italian Serie A,Croatia,78
201143,A. Mandi,Aïssa Mandi,Real Betis Balompié,Spanish Primera División,Algeria,78
201119,Ismaily,Ismaily Gonçalves dos S.,Shakhtar Donetsk,Ukrainian Premier League,Brazil,78
201095,A. Marchesín,Agustín Marchesín,Club América,Mexican Liga MX,Argentina,78
201013,L. Teodorczyk,Łukasz Teodorczyk,RSC Anderlecht,Belgian First Division A,Poland,78
200798,Marafona,José Carlos Coentrão Marafona,SC Braga,Portuguese Primeira Liga,Portugal,78
200726,B. Lecomte,Benjamin Lecomte,Montpellier Hérault SC,French Ligue 1,France,78
200529,N. Chadli,Nacer Chadli,West Bromwich Albion,English Premier League,Belgium,78
200318,M. Uth,Mark Uth,TSG 1899 Hoffenheim,German Bundesliga,Germany,78
200215,S. Rode,Sebastian Rode,Borussia Dortmund,German Bundesliga,Germany,78
199767,M. van Ginkel,Marco van Ginkel,PSV,Holland Eredivisie,Netherlands,78
199626,André André,André Filipe Brás André,FC Porto,Portuguese Primeira Liga,Portugal,78
199304,Danilo,Danilo Luiz da Silva,Manchester City,English Premier League,Brazil,78
199069,V. Aboubakar,Vincent Aboubakar,FC Porto,Portuguese Primeira Liga,Cameroon,78
199042,C. Aránguiz,Charles Aránguiz,Bayer 04 Leverkusen,German Bundesliga,Chile,78
198706,Luis Alberto,Luis Alberto Romero Alconchel,Lazio,Italian Serie A,Spain,78
198614,Raúl Navas,Raúl Rodríguez Navas,Real Sociedad,Spanish Primera División,Spain,78
198584,K. Mbodj,Kara Mbodj,RSC Anderlecht,Belgian First Division A,Senegal,78
198329,Rodrigo,Rodrigo Moreno Machado,Valencia CF,Spanish Primera División,Spain,78
198140,R. Funes Mori,Rogelio Funes Mori,Monterrey,Mexican Liga MX,Argentina,78
197225,N. Lodeiro,Nicolás Lodeiro,Seattle Sounders FC,USA Major League Soccer,Uruguay,78
197083,D. Caligiuri,Daniel Caligiuri,FC Schalke 04,German Bundesliga,Italy,78
196889,S. Verdi,Simone Verdi,Bologna,Italian Serie A,Italy,78
196432,E. Pérez,Enzo Pérez,River Plate,Argentinian Superliga,Argentina,78
196150,T. Gutiérrez,Teófilo Gutiérrez,CPD Junior Barranquilla,Colombian Primera A,Colombia,78
195671,C. Austin,Charlie Austin,Southampton,English Premier League,England,78
194996,Borja Bastón,Borja González Tomás,Málaga CF,Spanish Primera División,Spain,78
194932,A. Townsend,Andros Townsend,Crystal Palace,English Premier League,England,78
194845,W. Khazri,Wahbi Khazri,Stade Rennais FC,French Ligue 1,Tunisia,78
193601,G. Pezzella,Germán Pezzella,Fiorentina,Italian Serie A,Argentina,78
193584,G. Burgstaller,Guido Burgstaller,FC Schalke 04,German Bundesliga,Austria,78
193283,T. Delaney,Thomas Delaney,SV Werder Bremen,German Bundesliga,Denmark,78
192991,C. Tosun,Cenk Tosun,Beşiktaş JK,Turkish Süper Lig,Turkey,78
192984,K. Casteels,Koen Casteels,VfL Wolfsburg,German Bundesliga,Belgium,78
192841,E. Giaccherini,Emanuele Giaccherini,Napoli,Italian Serie A,Italy,78
192722,R. Hamouma,Romain Hamouma,AS Saint-Étienne,French Ligue 1,France,78
192620,H. Badstuber,Holger Badstuber,VfB Stuttgart,German Bundesliga,Germany,78
192557,M. Plattenhardt,Marvin Plattenhardt,Hertha BSC Berlin,German Bundesliga,Germany,78
192476,Fontàs,Andreu Fontàs Prat,RC Celta de Vigo,Spanish Primera División,Spain,78
191032,G. Töre,Gökhan Töre,Beşiktaş JK,Turkish Süper Lig,Turkey,78
190799,C. Borges,Celso Borges,RC Deportivo de La Coruña,Spanish Primera División,Costa Rica,78
190531,E. Mangala,Eliaquim Mangala,Manchester City,English Premier League,France,78
190507,Etxeita,Xabier Etxeita Gorritxat.,Athletic Club de Bilbao,Spanish Primera División,Spain,78
189682,B. Mee,Ben Mee,Burnley,English Premier League,England,78
189681,Rafael,Rafael Pereira da Silva,Olympique Lyonnais,French Ligue 1,Brazil,78
189606,J. Baumgartlinger,Julian Baumgartlinger,Bayer 04 Leverkusen,German Bundesliga,Austria,78
189506,Victor Sánchez,Victor Sánchez Mata,RCD Espanyol,Spanish Primera División,Spain,78
189423,Souza,Josef de Souza Dias,Fenerbahçe SK,Turkish Süper Lig,Brazil,78
189354,Susaeta,Markel Susaeta Laskurain,Athletic Club de Bilbao,Spanish Primera División,Spain,78
189296,E. Berisha,Etrit Berisha,Atalanta,Italian Serie A,Albania,78
189157,Y. Bolasie,Yannick Bolasie,Everton,English Premier League,DR Congo,78
188879,A. N'Diaye,Alfred N'Diaye,Wolverhampton Wanderers,English Championship,Senegal,78
188840,Miguel Lopes,Hugo Miguel Almeida Costa Lopes,Akhisar Belediyespor,Turkish Süper Lig,Portugal,78
188829,N. Nkoulou,Nicolas Nkoulou,Torino,Italian Serie A,Cameroon,78
188427,S. Lulić,Senad Lulić,Lazio,Italian Serie A,Bosnia Herzegovina,78
188268,L. Acosta,Lautaro Acosta,Club Atlético Lanús,Argentinian Superliga,Argentina,78
188135,Juanfran,Juan Francisco Moreno Fuertes,RC Deportivo de La Coruña,Spanish Primera División,Spain,78
188103,Rochina,Rubén Rochina Naixes,Rubin Kazan,Russian Premier League,Spain,78
187736,P. Mamaev,Pavel Mamaev,FC Krasnodar,Russian Premier League,Russia,78
187702,O. El Kaddouri,Omar El Kaddouri,PAOK Thessaloniki,Greek Super League,Morocco,78
187607,A. Dzyuba,Artem Dzyuba,Zenit St. Petersburg,Russian Premier League,Russia,78
187366,D. Glushakov,Denis Glushakov,Spartak Moscow,Russian Premier League,Russia,78
187052,Y. M'Vila,Yann M'Vila,Rubin Kazan,Russian Premier League,France,78
186832,K. Asamoah,Kwadwo Asamoah,Juventus,Italian Serie A,Ghana,78
186805,J. Montero,Jefferson Montero,Getafe CF,Spanish Primera División,Ecuador,78
186581,K. Honda,Keisuke Honda,Pachuca,Mexican Liga MX,Japan,78
186345,K. Trippier,Kieran Trippier,Tottenham Hotspur,English Premier League,England,78
186302,E. Hernández,Elías Hernández,Club León,Mexican Liga MX,Mexico,78
186115,K. Gibbs,Kieran Gibbs,West Bromwich Albion,English Premier League,England,78
184134,Fernando,Fernando Reges,Galatasaray SK,Turkish Süper Lig,Brazil,78
183871,N. Müller,Nicolai Müller,Hamburger SV,German Bundesliga,Germany,78
183568,S. Langkamp,Sebastian Langkamp,Hertha BSC Berlin,German Bundesliga,Germany,78
183394,M. Sissoko,Moussa Sissoko,Tottenham Hotspur,English Premier League,France,78
183332,F. Bartels,Fin Bartels,SV Werder Bremen,German Bundesliga,Germany,78
183249,R. Bobadilla,Raúl Bobadilla,Borussia Mönchengladbach,German Bundesliga,Paraguay,78
183125,T. Deeney,Troy Deeney,Watford,English Premier League,England,78
182879,B. Dzsudzsák,Balázs Dzsudzsák,,,Hungary,78
182862,M. Pereira,Maximiliano Pereira,FC Porto,Portuguese Primeira Liga,Uruguay,78
182836,A. Carroll,Andy Carroll,West Ham United,English Premier League,England,78
182744,J. Holebas,Jose Holebas,Watford,English Premier League,Greece,78
181262,M. Suchý,Marek Suchý,FC Basel,Swiss Super League,Czech Republic,78
180826,Luiz Adriano,Luiz Adriano Souza da Silva,Spartak Moscow,Russian Premier League,Brazil,78
180714,Guilherme,Guilherme Alvim Marinato,Lokomotiv Moscow,Russian Premier League,Russia,78
180283,Ki Sung Yueng,Sung Yueng Ki,Swansea City,English Premier League,Korea Republic,78
178625,Mosquera,Pedro Mosquera Parada,RC Deportivo de La Coruña,Spanish Primera División,Spain,78
178322,M. Layún,Miguel Layún,FC Porto,Portuguese Primeira Liga,Mexico,78
178160,T. Mangani,Thomas Mangani,Angers SCO,French Ligue 1,France,78
178085,Granero,Esteban Granero Molina,RCD Espanyol,Spanish Primera División,Spain,78
178031,P. Baysse,Paul Baysse,Málaga CF,Spanish Primera División,France,78
178007,Miguel Veloso,Miguel Luís Pinto Veloso,Genoa,Italian Serie A,Portugal,78
177983,C. Zapata,Cristian Zapata,Milan,Italian Serie A,Colombia,78
176930,M. Díaz,Marcelo Díaz,U.N.A.M.,Mexican Liga MX,Chile,78
176919,N. Guzmán,Nahuel Guzmán,Tigres U.A.N.L.,Mexican Liga MX,Argentina,78
176619,A. Ramos,Adrián Ramos,Granada CF,Spanish Segunda División,Colombia,78
175895,V. Odjidja-Ofoe,Vadis Odjidja-Ofoe,Olympiakos CFP,Greek Super League,Belgium,78
174549,M. Fernández,Matías Fernández,Necaxa,Mexican Liga MX,Chile,78
172049,E. Elia,Eljero Elia,İstanbul Başakşehir FK,Turkish Süper Lig,Netherlands,78
170815,S. Defour,Steven Defour,Burnley,English Premier League,Belgium,78
170369,G. dos Santos,Giovani dos Santos,LA Galaxy,USA Major League Soccer,Mexico,78
169706,J. Cork,Jack Cork,Burnley,English Premier League,England,78
147660,S. Ryzhikov,Sergey Ryzhikov,Rubin Kazan,Russian Premier League,Russia,78
153296,Y. Gourcuff,Yoann Gourcuff,Stade Rennais FC,French Ligue 1,France,78
124375,B. Yılmaz,Burak Yılmaz,Trabzonspor,Turkish Süper Lig,Turkey,78
161754,Javi García,Fran. Javier García Fernández,Real Betis Balompié,Spanish Primera División,Spain,78
169181,K. Vermeer,Kenneth Vermeer,Feyenoord,Holland Eredivisie,Netherlands,78
155887,M. Bradley,Michael Bradley,Toronto FC,USA Major League Soccer,United States,78
164082,Adriano,Adriano Correia Claro,Beşiktaş JK,Turkish Süper Lig,Brazil,78
155897,C. Dempsey,Clint Dempsey,Seattle Sounders FC,USA Major League Soccer,United States,78
160000,H. Briceldo,Henry Briceldo,Colo-Colo,Chilean Primera División,Chile,77
185090,B. Moukandjo,Benjamin Moukandjo,,,Cameroon,77
195586,A. Finnbogason,Alfreð Finnbogason,FC Augsburg,German Bundesliga,Iceland,77
197891,Juanmi,Juan Miguel Jimenez López,Real Sociedad,Spanish Primera División,Spain,77
220932,L. Kalinić,Lovre Kalinić,KAA Gent,Belgian First Division A,Croatia,77
183556,N. Subotić,Neven Subotić,Borussia Dortmund,German Bundesliga,Serbia,77
200197,N. Blandi,Nicolás Blandi,San Lorenzo de Almagro,Argentinian Superliga,Argentina,77
210950,P. De Blasis,Pablo De Blasis,1. FSV Mainz 05,German Bundesliga,Argentina,77
188166,M. Phillips,Matt Phillips,West Bromwich Albion,English Premier League,Scotland,77
193290,M. Braithwaite,Martin Braithwaite,Middlesbrough,English Championship,Denmark,77
231691,A. Lafont,Alban Lafont,Toulouse FC,French Ligue 1,France,77
192012,D. Reyes,Diego Reyes,FC Porto,Portuguese Primeira Liga,Mexico,77
146701,Iván Ramis,Iván Ramis Barrios,SD Eibar,Spanish Primera División,Spain,77
161805,V. Behrami,Valon Behrami,Udinese,Italian Serie A,Switzerland,77
205070,Portu,Cristian Portugues Manzanera,Girona CF,Spanish Primera División,Spain,77
156432,G. Hoarau,Guillaume Hoarau,BSC Young Boys,Swiss Super League,France,77
52752,T. Barnetta,Tranquillo Barnetta,FC St. Gallen,Swiss Super League,Switzerland,77
183569,E. Choupo-Moting,Eric Maxim Choupo-Moting,Stoke City,English Premier League,Cameroon,77
202515,Jesé,Jesé Rodríguez Ruíz,Stoke City,English Premier League,Spain,77
146963,J. Pinola,Javier Pinola,River Plate,Argentinian Superliga,Argentina,77
205590,Luís Hernández,Luís Hernández Rodríguez,Málaga CF,Spanish Primera División,Spain,77
210455,Jonny,Jonathan Castro Otto,RC Celta de Vigo,Spanish Primera División,Spain,77
181271,B. Dočkal,Bořek Dočkal,,,Czech Republic,77
230168,Raphaelito Anjos,Raphael William Anjos Rochedo,Santos Futebol Clube,Campeonato Brasileiro Série A,Brazil,77
184089,M. Carcela-González,Mehdi Carcela-González,Olympiakos CFP,Greek Super League,Morocco,77
205850,L. Pavoletti,Leonardo Pavoletti,Cagliari,Italian Serie A,Italy,77
230938,F. Kessié,Franck Yannick Kessié,Milan,Italian Serie A,Ivory Coast,77
45595,D. Bonera,Daniele Bonera,Villarreal CF,Spanish Primera División,Italy,77
205340,Marcelo,Marcelo dos Santos Ferreira,Rio Ave FC,Portuguese Primeira Liga,Brazil,77
229148,Dalbert,Dalbert Chagas Estevão,Inter,Italian Serie A,Brazil,77
109852,G. McAuley,Gareth McAuley,West Bromwich Albion,English Premier League,Northern Ireland,77
216349,A. Halilović,Alen Halilović,UD Las Palmas,Spanish Primera División,Croatia,77
225309,N. Amiri,Nadiem Amiri,TSG 1899 Hoffenheim,German Bundesliga,Germany,77
185373,I. Popov,Ivelin Popov,Spartak Moscow,Russian Premier League,Bulgaria,77
139038,N. Burdisso,Nicolás Burdisso,Torino,Italian Serie A,Argentina,77
149791,W. Hoolahan,Wes Hoolahan,Norwich City,English Championship,Republic of Ireland,77
230431,Sidney Pessinho,Sidney Adrián Pessoa Vidigal,Grêmio Foot-Ball Porto Alegrense,Campeonato Brasileiro Série A,Brazil,77
194079,A. Potuk,Alper Potuk,Fenerbahçe SK,Turkish Süper Lig,Turkey,77
198688,F. Pogba,Florentin Pogba,AS Saint-Étienne,French Ligue 1,Guinea,77
173857,M. Andújar,Mariano Andújar,Estudiantes de La Plata,Argentinian Superliga,Argentina,77
232226,D. Boyko,Denys Boyko,Beşiktaş JK,Turkish Süper Lig,Ukraine,77
203299,A. Carrillo,André Carrillo,Watford,English Premier League,Peru,77
172835,M. Andreolli,Marco Andreolli,Cagliari,Italian Serie A,Italy,77
200228,Bruno,Bruno González Cabrera,Getafe CF,Spanish Primera División,Spain,77
